,name,cname,symbol
475,"Splunk, Inc.","Splunk, Inc.",SPLK
476,"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc.",WST
477,Brown-Forman Corp.,Brown-Forman Corp.,BF.A
478,"Ulta Beauty, Inc.",Ulta美容产品公司,ULTA
479,Nutrien Ltd.,Nutrien Ltd.,NTR
480,Liberty Media Corp. Liberty Live,Liberty Media Corp. Liberty Live,LLYVK
481,"eBay, Inc.",eBay,EBAY
482,Vanguard Large-Cap Index Fund,领航 大盘股 ETF,VV
483,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",ZBH
484,"Symbotic, Inc.","Symbotic, Inc.",SYM
485,Vanguard Intermediate-Term Corporate Bond Index Fund,Vanguard中期公司债指数ETF,VCIT
486,HEICO Corp.,海科航空,HEI
487,"WEC Energy Group, Inc.",威斯康辛能源,WEC
488,Brown-Forman Corp.,布朗霍文集团,BF.B
489,TELUS Corp.,泰勒斯,TU
490,"GE Healthcare Technologies, Inc.","GE Healthcare Technologies, Inc.",GEHCV
491,POSCO Holdings Inc.,浦项钢铁,PKX
492,Weyerhaeuser Co.,惠好公司,WY
493,"Church & Dwight Co., Inc.",丘奇＆德怀特,CHD
494,ORIX Corp.,欧力士,IX
495,"Rocket Cos., Inc.","Rocket Cos., Inc.",RKT
496,Westinghouse Air Brake Technologies Corp.,美国西屋制动,WAB
497,Roblox Corp.,Roblox,RBLX
498,iShares MSCI Usa Quality Factor ETF,iShares MSCI Usa Quality Factor ETF,QUAL
499,Liberty Media Corp. Liberty Live,Liberty Media Corp. Liberty Live,LLYVA
500,"Blue Owl Capital, Inc.","Blue Owl Capital, Inc.",OWL
501,"Raymond James Financial, Inc.",瑞杰金融,RJF
502,Vodafone Group Plc,沃达丰集团公司,VOD
503,"Restaurant Brands International, Inc.","Restaurant Brands International, Inc.",QSR
504,Fifth Third Bancorp,五三银行,FITB
505,iShares S&P 500 Value ETF,标普500价值指数ETF-iShares,IVE
506,PT Telkom Indonesia (Persero) Tbk,印尼电信,TLK
507,"ASE Technology Holding Co., Ltd.",日月光半导体制造股份有限公司,ASX
508,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc.",TTWO
509,"NVR, Inc.","NVR, Inc.",NVR
510,"Builders FirstSource, Inc.","Builders FirstSource, Inc.",BLDR
511,"Brown & Brown, Inc.",布朗保险经纪,BRO
512,"Tradeweb Markets, Inc.",Tradeweb Markets,TW
513,"MicroStrategy, Inc.","MicroStrategy, Inc.",MSTR
514,SBA Communications Corp.,SBA通信公司,SBAC
515,Telef贸nica SA,西班牙电信公司,TEF
516,Equity Residential,资产住宅公司,EQR
517,Stellantis NV,菲亚特-克莱斯勒汽车公司,FCAU
518,"Broadridge Financial Solutions, Inc.",布罗德里奇,BR
519,Dover Corp.,美国都福集团,DOV
520,"PulteGroup, Inc.",普得集团,PHM
521,M&T Bank Corp.,美国制商银行,MTB
522,"Iron Mountain, Inc.",铁山公司,IRM
523,"Pinterest, Inc.",Pinterest,PINS
524,SPDR S&P Dividend ETF,股息指数ETF-SPDR S&P,SDY
525,Cheniere Energy Partners LP,Cheniere Energy Partners LP,CQP
526,"Axon Enterprise, Inc.","Axon Enterprise, Inc.",AXON
527,"Rogers Communications, Inc.",罗杰斯通信,RCI
528,"Align Technology, Inc.",阿莱技术公司,ALGN
529,Invesco S&P 500 Equal Weight ETF,平均加权指数ETF-Rydex S&P,RSP
530,Deckers Outdoor Corp.,Deckers Outdoor Corp.,DECK
531,Hewlett Packard Enterprise Co.,Hewlett Packard Enterprise Co.,HPE
532,Schwab International Equity ETF,嘉信 国际股票 ETF,SCHF
533,DTE Energy Co.,DTE能源公司,DTE
534,Vanguard FTSE Europe ETF,欧洲ETF-Vanguard MSCI,VGK
535,Targa Resources Corp.,Targa Resources Corp.,TRGP
536,STERIS Plc (Ireland),思泰瑞医疗,STE
537,"American Water Works Co., Inc.",美国水务工程公司,AWK
538,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",LYV
539,"CCUR Holdings, Inc.","CCUR Holdings, Inc.",CCUR
540,"Molina Healthcare, Inc.","Molina Healthcare, Inc.",MOH
541,"Baker Hughes, a GE Co.","Baker Hughes, a GE Co.",BHGE
542,Coca-Cola European Partners Plc,可口可乐企业,CCE
543,"First Citizens BancShares, Inc. (North Carolina)",第一公民银行股份,FCNCA
544,Harris Corp.,哈里斯公司,HRS
545,"Dr Pepper Snapple Group, Inc.",澎泉思蓝宝,DPS
546,"Mobileye Global, Inc.","Mobileye Global, Inc.",MBLY
547,"Alexandria Real Estate Equities, Inc.",亚历山大房地产股票有限公司,ARE
548,"Baxter International, Inc.",百特国际有限公司,BAX
549,Ball Corp.,波尔公司,BLL
550,"PTC, Inc.","PTC, Inc.",PTC
551,Franco-Nevada Corp.,Franco-Nevada Corp.,FNV
552,Tenaris SA,泰纳瑞斯钢铁,TS
553,Entergy Corp.,安特吉公司,ETR
554,Veralto Corp.,Veralto Corp.,VLTO
555,"Rollins, Inc.","Rollins, Inc.",ROL
556,FirstEnergy Corp.,第一能源公司,FE
557,State Street Corp.,道富集团,STT
558,Aptiv Plc,Aptiv Plc,APTV
559,Centrais El茅tricas Brasileiras SA,巴西电力,EBR.B
560,Quintiles Transnational Holdings Inc,昆泰医药,Q
561,Erie Indemnity Co.,伊瑞保险,ERIE
562,W.R. Berkley Corp.,W.R. Berkley Corp.,WRB
563,Ecopetrol SA,哥伦比亚国家石油,EC
564,"Illumina, Inc.","Illumina, Inc.",ILMN
565,"Invitation Homes, Inc.","Invitation Homes, Inc.",INVH
566,Teck Resources Limited,Teck Resources Limited,TECK
567,ArcelorMittal SA,安赛乐米塔尔,MT
568,Vanguard Mid-Cap Growth Index Fund,领航 中盘成长型 ETF,VOT
569,"NetApp, Inc.",美国网存公司,NTAP
570,"L Brands, Inc.","L Brands, Inc.",LB
571,"Samsara, Inc.","Samsara, Inc.",IOT
572,"FLEETCOR Technologies, Inc.",FleetCor科技,FLT
573,"Hubbell, Inc.","Hubbell, Inc.",HUBB
574,Waters Corp.,沃特世,WAT
575,"Entegris, Inc.",英特格,ENTG
576,Genuine Parts Co.,纯正部件公司,GPC
577,Vistra Corp.,Vistra Corp.,VST
578,iShares Select Dividend ETF,股息指数ETF-iShares Dow Jones,DVY
579,AppLovin Corp.,AppLovin Corp.,APP
580,Eversource Energy,能源方案,ES
581,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",STLD
582,HEICO Corp.,海科航空,HEI.A
583,BT Group Plc,英国电信公司,BT
584,"J.B. Hunt Transport Services, Inc.",JB Hunt运输服务,JBHT
585,"Celsius Holdings, Inc.","Celsius Holdings, Inc.",CELH
586,"Zoom Video Communications, Inc.",Zoom视频通讯公司,ZM
587,Carnival Corp.,嘉年华公司,CCL
588,Ball Corp.,Ball Corp.,BALL
589,United Microelectronics Corp.,联华电子公司,UMC
590,Western Digital Corp.,西部数据公司,WDC
591,"Darden Restaurants, Inc.",达登饭店,DRI
592,"Snap, Inc.",Snap,SNAP
593,Southwest Airlines Co.,西南航空,LUV
594,Kyocera Corp.,日本京瓷,KYO
595,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,WPM
596,"Teledyne Technologies, Inc.","Teledyne Technologies, Inc.",TDY
597,"The Cooper Cos., Inc.",库珀医疗,COO
598,Coca-Cola FEMSA SAB de CV,可口可乐凡萨瓶装,KOF
599,Kaspi.kz JSC,Kaspi.kz JSC,KSPI
600,"International Flavors & Fragrances, Inc.",国际香料香精公司,IFF
601,"KB Financial Group, Inc.",韩国国民银行,KB
602,PPL Corp.,PPL宾州电力公司,PPL
603,Nokia Oyj,诺基亚公司,NOK
604,"Coterra Energy, Inc.","Coterra Energy, Inc.",CTRA
605,Genmab A/S,Genmab A/S,GMAB
606,"DraftKings, Inc.","DraftKings, Inc.",DKNG
607,"Cboe Global Markets, Inc.",芝加哥期权交易所,CBOE
608,"LPL Financial Holdings, Inc.","LPL Financial Holdings, Inc.",LPLA
609,Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMB
610,"Huntington Bancshares, Inc.",亨廷顿银行,HBAN
611,"Fortis, Inc.","Fortis, Inc.",FTS
612,"Markel Group, Inc.","Markel Group, Inc.",MKL
613,ishares Core MSCI Total International Stock ETF,iShares核心MSCI国际全股市ETF,IXUS
614,Centrais El茅tricas Brasileiras SA,巴西电力,EBR
615,Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMA
616,VanEck Oil Services ETF,石油指数ETF-HOLDRs,OIH
617,Pembina Pipeline Corp.,Pembina Pipeline Corp.,PBA
618,Ameren Corp.,阿美能公司,AEE
619,Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMK
620,Seagate Technology Holdings Plc,希捷科技公司,STX
621,The Clorox Co.,高乐氏公司,CLX
622,"Jabil, Inc.",捷普集团,JBL
623,"Tyson Foods, Inc.",泰森食品,TSN
624,"VeriSign, Inc.",威瑞信公司,VRSN
625,"Welltower, Inc.",健保物产投资信托公司,HCN
626,Booz Allen Hamilton Holding Corp.,博思艾伦咨询公司,BAH
627,iShares TIPS Bond ETF,通胀债券指数ETF-iShares Barclays,TIP
628,Koninklijke Philips NV,飞利浦电子公司,PHG
629,Vanguard Small Cap Value Index Fund,领航 小型股价值 ETF,VBR
630,"Alnylam Pharmaceuticals, Inc.",阿尔尼拉姆制药公司,ALNY
631,"Principal Financial Group, Inc.",信安金融集团,PFG
632,"Nomura Holdings, Inc.",野村控股,NMR
633,Carnival Plc,嘉年华存托凭证,CUK
634,Check Point Software Technologies Ltd.,Check Point软件科技,CHKP
635,Royal Bank of Scotland Group Plc,苏格兰皇家银行,RBS
636,Hormel Foods Corp.,荷美尔食品,HRL
637,Telefonaktiebolaget LM Ericsson,爱立信电信公司,ERIC
638,Kellanova,家乐氏,K
639,"Expedia Group, Inc.","Expedia Group, Inc.",EXPE
640,"Jacobs Solutions, Inc.","Jacobs Solutions, Inc.",J
641,"McCormick & Co., Inc.",味好美公司,MKC
642,Cincinnati Financial Corp.,辛辛那提金融公司,CINF
643,"Reliance, Inc.","Reliance, Inc.",RS
644,WPP plc,WPP plc,WPPGY
645,Laboratory Corp. of America Holdings,实验美控,LH
646,"Walgreens Boots Alliance, Inc.",沃尔格林联合博姿集团,WBA
647,"McCormick & Co., Inc.",味好美,MKC.V
648,Westlake Corp.,Westlake Corp.,WLK
649,"Omnicom Group, Inc.",宏盟集团,OMC
650,Royalty Pharma Plc,Royalty Pharma Plc,RPRX
651,Fifth Third Bancorp,Fifth Third Bancorp,FITBI
652,Regions Financial Corp.,地区金融公司,RF
653,"Hologic, Inc.",上巨实业医疗,HOLX
654,Tencent Music Entertainment Group,腾讯音乐娱乐集团,TME
655,IDEX Corp.,IDEX Corp.,IEX
656,James Hardie Industries Plc,詹姆斯哈迪,JHX
657,"Shinhan Financial Group Co., Ltd.",新韩金融,SHG
658,Cameco Corp.,Cameco Corp.,CCJ
659,"CenterPoint Energy, Inc.",中点能源,CNP
660,"EPAM Systems, Inc.","EPAM Systems, Inc.",EPAM
661,"Ventas, Inc.",芬塔公司,VTR
662,"Tyler Technologies, Inc.",泰勒科技公司,TYL
663,"FactSet Research Systems, Inc.",辉盛研究系统,FDS
664,CMS Energy Corp.,CMS能源,CMS
665,"Textron, Inc.",德事隆,TXT
666,"Enphase Energy, Inc.","Enphase Energy, Inc.",ENPH
667,Warner Music Group Corp.,华纳音乐,WMG
668,Clarivate Plc,卡尔冈炭素,CCC
669,"Pure Storage, Inc.","Pure Storage, Inc.",PSTG
670,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",LDOS
671,Atmos Energy Corp.,ATMOS能源公司,ATO
672,"Expeditors International of Washington, Inc.",康捷国际,EXPD
673,InterContinental Hotels Group Plc,洲际酒店,IHG
674,Telefonica Brasil SA,Telefonica Brasil SA,VIV
675,"Avantor, Inc.","Avantor, Inc.",AVTR
676,Avery Dennison Corp.,艾利丹尼森,AVY
677,"First Solar, Inc.",第一太阳能公司,FSLR
678,Carvana Co.,Carvana Co.,CVNA
679,"The Carlyle Group, Inc.",凯雷,CG
680,Synchrony Financial,Synchrony Financial,SYF
681,iShares MSCI ACWI ETF,全球ETF-iShares MSCI,ACWI
682,iShares 1-3 Year Treasury Bond ETF,债券指数ETF-iShares Barclays 1-3年国,SHY
683,"Skyworks Solutions, Inc.",思佳讯,SWKS
684,"Carlisle Cos., Inc.",卡莱尔伙伴,CSL
685,"Endeavor Group Holdings, Inc.","Endeavor Group Holdings, Inc.",EDR
686,Celanese Corp.,塞拉尼斯,CE
687,"Best Buy Co., Inc.",百思买,BBY
688,Masco Corp.,马斯科,MAS
689,iShares MSCI Japan ETF,日本ETF-iShares MSCI,EWJ
690,"Akamai Technologies, Inc.",阿克迈技术,AKAM
691,"Lennox International, Inc.",雷诺士,LII
692,Northern Trust Corp.,北方信托公司,NTRS
693,Packaging Corporation of America,Packaging Corporation of America,PKG
694,Loews Corp.,洛斯公司,L
695,"Sun Communities, Inc.","Sun Communities, Inc.",SUI
696,"PPD, Inc.",预付费法律服务,PPD
697,BeiGene Ltd.,百济神州公司,BGNE
698,"TPG, Inc.","TPG, Inc.",TPG
699,EQT Corp.,EQT能源 公平能源,EQT
700,AerCap Holdings NV,AerCap Holdings NV,AER
701,Brookfield Asset Management Ltd.,布鲁克菲尔德资产管理,BAM
702,"Yum China Holdings, Inc.",百胜中国控股有限公司,YUMC
703,"ZTO Express (Cayman), Inc.",中通快递,ZTO
704,Rentokil Initial Plc,Rentokil Initial Plc,RTO
705,"Teradyne, Inc.",泰瑞达公司,TER
706,Constellation Energy Corp.,Constellation Energy Corp.,CEGVV
707,"BioMarin Pharmaceutical, Inc.",拜玛林制药,BMRN
708,"GoDaddy, Inc.","GoDaddy, Inc.",GDDY
709,Hyatt Hotels Corp.,凯悦酒店,H
710,"Sirius XM Holdings, Inc.","Sirius XM Holdings, Inc.",SIRI
711,Everest Group Ltd.,Everest Group Ltd.,EG
712,Pool Corp.,Pool Corp.,POOL
713,"Manhattan Associates, Inc.",曼哈顿联合软件,MANH
714,"Watsco, Inc.","Watsco, Inc.",WSO
715,"CF Industries Holdings, Inc.",CF实业,CF
716,Barrick Gold Corp.,巴里克黄金,ABX
717,"Essex Property Trust, Inc.",埃塞克斯信托,ESS
718,"KE Holdings, Inc.",贝壳找房,BEKE
719,"Mid-America Apartment Communities, Inc.",MAA房产信托,MAA
720,"Citizens Financial Group, Inc. (Rhode Island)","Citizens Financial Group, Inc. (Rhode Island)",CFG
721,"Magna International, Inc.",曼格纳国际,MGA
722,News Corp.,新闻集团,NWS
723,"Graco, Inc.",固瑞克,GGG
724,"Snap-On, Inc.",实耐宝公司,SNA
725,TransUnion,TransUnion,TRU
726,"Saia, Inc.","Saia, Inc.",SAIA
727,"Trimble, Inc.",天宝导航公司,TRMB
728,"Domino's Pizza, Inc.",达美乐比萨,DPZ
729,"Watsco, Inc.","Watsco, Inc.",WSO.B
730,Aegon Ltd.,荷兰全球保险,AEG
731,Suzano SA,Suzano SA,SUZ
732,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc.",SSNC
733,CNH Industrial NV,CNH Industrial NV,CNHI
734,"EMCOR Group, Inc.",埃姆科,EME
735,Teva Pharmaceutical Industries Ltd.,梯瓦制药公司,TEVA
736,Everest Re Group Ltd.,安富来再保险集团公司,RE
737,"Corebridge Financial, Inc.","Corebridge Financial, Inc.",CRBG
738,Schwab U.S. Large-Cap ETF,嘉信 美国大盘股 ETF,SCHX
739,Nordson Corp.,Nordson Corp.,NDSN
740,iShares Core S&P Mid-Cap ETF,标普中型股400指数ETF-iShares,IJH
741,"RPM International, Inc.","RPM International, Inc.",RPM
742,NICE Ltd. (Israel),耐斯系统,NICE
743,iShares 7-10 Year Treasury Bond ETF,债券指数ETF-iShares Barclays 7-10年,IEF
744,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",WSM
745,News Corp.,新闻集团,NWSA
746,iShares Russell Mid-Cap Value ETF,罗素中型价值股指数ETF-iShares,IWS
747,"New Oriental Education & Technology Group, Inc.",新东方教育科技集团,EDU
748,"Robinhood Markets, Inc.",罗宾汉,HOOD
749,"Dick's Sporting Goods, Inc.",迪克体育用品,DKS
750,"Franklin Resources, Inc.",富兰克林资源有限公司,BEN
751,"Host Hotels & Resorts, Inc.",美国豪斯特酒店,HST
752,"Bentley Systems, Inc.","Bentley Systems, Inc.",BSY
753,Symantec Corp.,赛门铁克公司,SYMC
754,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",LW
755,"Viatris, Inc.","Viatris, Inc.",VTRS
756,Zebra Technologies Corp.,美国斑马技术有限公司,ZBRA
757,"Lincoln Electric Holdings, Inc.",林肯电气控股,LECO
758,"PerkinElmer, Inc. (United States)",珀金埃尔默,PKI
759,"NortonLifeLock, Inc.","NortonLifeLock, Inc.",NLOK
760,Arch Capital Group Ltd.,Arch Capital Group Ltd.,ACGLO
761,Marathon Oil Corp.,马拉松油料公司,MRO
762,"XPO, Inc.","XPO, Inc.",XPO
763,"United Airlines Holdings, Inc.",联合大陆航空,UAL
764,"Ryan Specialty Holdings, Inc.","Ryan Specialty Holdings, Inc.",RYAN
765,"Quest Diagnostics, Inc.",奎斯特诊断,DGX
766,"Stanley Black & Decker, Inc.",美国史丹利公司,SWK
767,Brookfield Infrastructure Partners LP,布鲁克菲尔德公共建设,BIP
768,Logitech International SA,罗技,LOGI
769,"TKO Group Holdings, Inc.","TKO Group Holdings, Inc.",TKO
770,Credicorp Ltd.,Credicorp Ltd.,BAP
771,"Burlington Stores, Inc.","Burlington Stores, Inc.",BURL
772,KeyCorp,KeyCorp,KEY
773,Albemarle Corp.,雅保化工,ALB
774,"XP, Inc.","XP, Inc.",XP
775,"Avangrid, Inc.","Avangrid, Inc.",AGR
776,"Neurocrine Biosciences, Inc.",神经分泌生物科学,NBIX
777,"Dynatrace, Inc.","Dynatrace, Inc.",DT
778,"RB Global, Inc.",里奇兄弟拍卖,RBA
779,"Fidelity National Financial, Inc.",富达国民金融,FNF
780,Molson Coors Beverage Co.,莫尔森库尔斯酒业,TAP
781,LKQ Corp.,LKQ Corp.,LKQ
782,"Charles River Laboratories International, Inc.",查尔斯河,CRL
783,Fox Corp.,21世纪福克斯公司,FOXA
784,iShares Core Dividend Growth ETF,iShares Core Dividend Growth ETF,DGRO
785,Owens Corning,欧文斯科宁,OC
786,Gold Fields Ltd.,金田,GFI
787,MGM Resorts International,美高梅,MGM
788,Amcor Plc,Amcor Plc,AMCR
789,iShares Core U.S. Treasury Bond ETF,iShares Core U.S. Treasury Bond ETF,GOVT
790,"Zillow Group, Inc.","Zillow Group, Inc.",Z
791,"Revvity, Inc.","Revvity, Inc.",RVTY
792,PIMCO Enhanced Short Maturity ETF,PIMCO 增强型短期到期主动型 ETF,MINT
793,American Homes 4 Rent,American Homes 4 Rent,AMH
794,Incyte Corp.,因塞特医疗,INCY
795,Paramount Global,派拉蒙环球-A&#8203;,PARAA
796,"Conagra Brands, Inc.",康尼格拉,CAG
797,"Toast, Inc.","Toast, Inc.",TOST
798,Pentair plc,滨特尔公司,PNR
799,"UiPath, Inc.",UiPath,PATH
800,Molson Coors Beverage Co.,Molson Coors Beverage Co.,TAP.A
801,"Ovintiv, Inc.","Ovintiv, Inc.",OVV
802,iShares Edge MSCI USA Momentum Factor ETF,iShares Edge MSCI USA Momentum Factor ETF,MTUM
803,"Floor & Decor Holdings, Inc.","Floor & Decor Holdings, Inc.",FND
804,Bunge Global SA,邦吉,BG
805,Vanguard Mid-Cap Value Index Fund,领航 中型股价值型 ETF,VOE
806,"Morningstar, Inc.",晨星信息,MORN
807,Sociedad Quimica y Minera de Chile SA,智利矿业化工,SQM
808,Kimco Realty Corp.,金科房地产,KIM
809,"Zillow Group, Inc.","Zillow Group, Inc.",ZG
810,"Aspen Technology, Inc.",艾斯本科技公司,AZPN
811,TopBuild Corp.,TopBuild Corp.,BLD
812,Western Midstream Partners LP,Western Midstream Partners LP,WES
813,U-Haul Holding Co.,U-Haul Holding Co.,UHAL
814,"CarMax, Inc.",车美仕,KMX
815,"GFL Environmental, Inc.","GFL Environmental, Inc.",GFL
816,US Foods Holding Corp.,US Foods Holding Corp.,USFD
817,Dr. Reddy's Laboratories Ltd.,如瑞迪博士,RDY
818,"Jack Henry & Associates, Inc.",杰克亨利,JKHY
819,iShares Core S&P US Growth ETF,iShares Core S&P US Growth ETF,IUSG
820,The J. M. Smucker Co.,斯马克公司,SJM
821,Alliant Energy Corp.,美国联合能源,LNT
822,"NRG Energy, Inc.",NRG能源,NRG
823,A. O. Smith Corp.,A.O.史密斯,AOS
824,Campbell Soup Co.,康宝浓汤公司,CPB
825,"W.P. Carey, Inc.","W.P. Carey, Inc.",WPC
826,U-Haul Holding Co.,U-Haul Holding Co.,UHAL.B
827,"Toll Brothers, Inc.",托尔兄弟,TOL
828,Flex Ltd.,伟创力国际,FLEX
829,Insulet Corp.,Insulet Corp.,PODD
830,"Advanced Drainage Systems, Inc.","Advanced Drainage Systems, Inc.",WMS
831,"TFI International, Inc.","TFI International, Inc.",TFII
832,International Paper Co.,国际纸业公司,IP
833,Bruker Corp.,布鲁克,BRKR
834,iShares Short-Term Corporate Bond ETF,iShares Short-Term Corporate Bond ETF,IGSB
835,"UDR, Inc.",UDR不动产信托,UDR
836,"Gaming & Leisure Properties, Inc.","Gaming & Leisure Properties, Inc.",GLPI
837,Fox Corp.,Fox Corp.,FOX
838,"Rivian Automotive, Inc.","Rivian Automotive, Inc.",RIVN
839,"Medpace Holdings, Inc.","Medpace Holdings, Inc.",MEDP
840,AECOM,AECOM,ACM
841,"Vantiv, Inc.","Vantiv, Inc.",VNTV
842,WARNER BROS DISCOVERY INC,WARNER BROS DISCOVERY INC,WBDWV
843,"Equity LifeStyle Properties, Inc.",宜居生活资产信托,ELS
844,"Discovery, Inc.",探索传播B类股,DISCB
845,"Discovery, Inc.",探索传播公司,DISCA
846,Permian Resources Corp.,Permian Resources Corp.,PR
847,Tema Luxury ETF,陆逊梯卡,LUX
848,UGI Corp.,UGI Corp.,UGIC
849,VinFast Auto Ltd.,VinFast Auto Ltd.,VFS
850,"Interpublic Group of Cos., Inc.",埃培智,IPG
851,"Karuna Therapeutics, Inc.",Karuna Therapeutics,KRTX
852,RenaissanceRe Holdings Ltd.,RenaissanceRe Holdings Ltd.,RNR
853,"Juniper Networks, Inc.",瞻博网络公司,JNPR
854,Bio-Techne Corp.,Bio-Techne Corp.,TECH
855,"NiSource, Inc.",印北瓦电,NI
856,Smith & Nephew plc,Smith & Nephew plc,SNN
857,Grab Holdings Ltd. (Singapore),Grab Holdings Ltd. (Singapore),GRAB
858,"CenturyLink, Inc.",世纪电信公司,CTL
859,"NIO, Inc.",蔚来汽车,NIO
860,Lamar Advertising Co.,拉马尔户外广告,LAMR
861,"Albertsons Cos., Inc.",阿齐煤炭,ACI
862,"Reinsurance Group of America, Inc.","Reinsurance Group of America, Inc.",RGA
863,Ares Capital Corp.,阿瑞斯资本公司,ARCC
864,Fresenius Medical Care AG,Fresenius Medical Care AG,FMS
865,iShares Russell 2000 Value ETF,罗素2000价值股指数ETF-iShares,IWN
866,"Affirm Holdings, Inc.","Affirm Holdings, Inc.",AFRM
867,iShares Russell 2000 Growth ETF,罗素2000成长股指数ETF-iShares,IWO
868,Performance Food Group Co.,Performance Food Group Co.,PFGC
869,"DaVita, Inc.",达维塔保健,DVA
870,Korea Electric Power Corp.,韩国电力,KEP
871,"Evergy, Inc.","Evergy, Inc.",EVRG
872,CNA Financial Corp.,CAN金融,CNA
873,"Universal Health Services, Inc.","Universal Health Services, Inc.",UHS
